list-id-s,16,2,1,96,1236015,12875
list-idl-s,16,2,1,96,1375570,14328
list-dl-s,16,2,1,96,1241001,12927
list-d-s,16,2,1,96,1360604,14172
list-l-s,16,2,1,96,1301711,13559
list-il-s,16,2,1,96,1269348,13222
list-l-none,16,4,1,192,1619734,8436
list-i-m,16,4,1,192,1335951,6958
list-id-m,16,4,1,192,1578880,8223
list-idl-m,16,4,1,192,1858631,9680
list-dl-m,16,4,1,192,1616827,8420
list-d-m,16,4,1,192,1250438,6512
list-l-m,16,4,1,192,1415769,7373
list-il-m,16,4,1,192,1644456,8564
list-i-s,16,4,1,192,1219514,6351
list-id-s,16,4,1,192,1540154,8021
list-idl-s,16,4,1,192,1310350,6824
list-dl-s,16,4,1,192,1600942,8338
list-d-s,16,4,1,192,1281899,6676
list-l-s,16,4,1,192,1210624,6305
list-il-s,16,4,1,192,1580099,8229
list-i-m,16,8,1,384,1459048,3799
list-id-m,16,8,1,384,1809520,4712
list-idl-m,16,8,1,384,2188909,5700
list-dl-m,16,8,1,384,2209358,5753
list-d-m,16,8,1,384,1726742,4496
list-l-m,16,8,1,384,2038674,5309
list-il-m,16,8,1,384,1970107,5130
list-i-s,16,8,1,384,2869114,7471
list-id-s,16,8,1,384,1507964,3926
list-idl-s,16,8,1,384,3927050,10226
list-dl-s,16,8,1,384,3571998,9302
list-d-s,16,8,1,384,1796938,4679
list-l-s,16,8,1,384,2284493,5949
list-il-s,16,8,1,384,2402555,6256
list-il-none,16,16,1,768,23516139,30619
list-i-m,16,16,1,768,1964452,2557
list-id-m,16,16,1,768,2325266,3027
list-idl-m,16,16,1,768,3273388,4262
list-dl-m,16,16,1,768,3409922,4440
list-d-m,16,16,1,768,1790231,2331
list-l-m,16,16,1,768,3333507,4340
list-il-m,16,16,1,768,2891837,3765
list-i-s,16,16,1,768,2035592,2650
list-id-s,16,16,1,768,7123408,9275
list-idl-s,16,16,1,768,22432459,29208
list-dl-s,16,16,1,768,18817694,24502
list-d-s,16,16,1,768,2932593,3818
list-l-s,16,16,1,768,15360818,20001
list-il-s,16,16,1,768,22796169,29682
list-l-none,16,32,1,1536,98780223,64310
list-i-m,16,32,1,1536,2309917,1503
list-id-m,16,32,1,1536,3016181,1963
list-idl-m,16,32,1,1536,6981091,4544
list-dl-m,16,32,1,1536,6486801,4223
list-d-m,16,32,1,1536,2829521,1842
list-l-m,16,32,1,1536,6128111,3989
list-il-m,16,32,1,1536,6584632,4286
list-i-s,16,32,1,1536,15493840,10087
list-id-s,16,32,1,1536,23919308,15572
list-idl-s,16,32,1,1536,82152429,53484
list-dl-s,16,32,1,1536,77846449,50681
list-d-s,16,32,1,1536,16787752,10929
list-l-s,16,32,1,1536,73123825,47606
list-il-s,16,32,1,1536,76509119,49810
list-i-m,12,32,1,1152,1962673,1703
list-d-m,12,32,1,1152,1865125,1619
list-il-m,12,32,1,1152,4846791,4207
list-dl-m,12,32,1,1152,4819928,4183
list-i-s,12,32,1,1152,7697004,6681
list-d-s,12,32,1,1152,8238512,7151
list-il-s,12,32,1,1152,38352385,33292
list-dl-s,12,32,1,1152,40562262,35210
list-none-m,16,1000,1,48000,104350710,2173
list-none-m,16,1000,1,48000,99167791,2065
list-none-m,16,1000,1,48000,98991476,2062
list-none-s,16,1000,1,48000,200853426,4184
list-none-s,16,1000,1,48000,334236457,6963
list-none-s,16,1000,1,48000,80946343,1686
list-none-s,16,1000,1,48000,196388021,4091
